feature	importance
tnr	0.0007081716931352074
apof	0.0007045412689572799
dkkl1	0.0007024226073178476
ccl21	0.0007010588945066424
osmr	0.0006974446552482653
cdhr2	0.0006958541386537345
gdf15	0.0006873624761986869
mcam	0.0006867254751131156
gas2	0.0006845865933206777
cep350	0.0006796693838445377
tp73	0.0006759529933270318
bcl7b	0.0006730282707642712
ptprr	0.0006703180491230686
ckb	0.000669233591740406
galnt5	0.0006689307008192931
robo4	0.0006660123070464575
cspg5	0.0006659632074801784
ido1	0.0006649170809661173
cdh2	0.0006638585729223017
crh	0.0006635693243983383
c1qa	0.000662977828130899
podxl2	0.0006593979304849369
crlf1	0.0006585631801091775
idi2	0.0006566223323254402
ccl27	0.0006557355749615794
tgoln2	0.000651191845173851
tnfrsf9	0.0006494003520897655
anpep	0.0006408749302824046
maneal	0.0006400760986494251
syt1	0.0006330042481445158
ccl19	0.0006315953647132818
lifr	0.0006315322628104322
ctsd	0.0006308767444039698
il13ra1	0.0006292122040745236
ccl25	0.0006291455443456034
sct	0.0006290579644401075
adh1b	0.0006262270158539433
igfbp7	0.0006251664221630153
evi2b	0.0006243170348382207
ror1	0.0006218079882512699
serpind1	0.0006216175039376883
tek	0.0006179874923584589
adamts13	0.0006103306369531928
creld1	0.000608752819248017
fgfr4	0.0006084278964794601
tmprss15	0.0006082337657154613
dpep1	0.0006079093856451945
col4a4	0.0006048618529140517
apol1	0.0006045166487993292
jam2	0.0006012077652107707
wdr46	0.0006000599272890448
gja8	0.0005965196472346178
stau1	0.0005958295104735973
dkk3	0.0005957810698404367
chl1	0.00059540382644943
ccl22	0.0005948737807767656
myl1	0.0005946885961341482
pnma2	0.000593258821502526
slc12a2	0.0005907649314589248
nptx2	0.0005861797524641984
cntf	0.0005855275898737396
f11	0.0005851289410979595
mmp13	0.0005847004661804063
edn1	0.0005813134044654201
notch2	0.0005781488110974661
klk1	0.000576700571450024
itgb6	0.0005738530543326367
pnliprp2	0.0005737837135687516
angptl4	0.0005710863994864659
gpr15l	0.0005699649765455711
il36g	0.0005682940035182825
igdcc4	0.0005669788141092512
lilrb1	0.0005664259311291313
msmb	0.0005609659133029635
rbm19	0.0005599223373294539
gpa33	0.0005588611269965805
ghr	0.0005569023224640294
tmprss5	0.0005542704638884699
ptprn2	0.0005521574549093785
ccdc28a	0.0005499253795261493
atp5f1d	0.0005496666039068273
spon1	0.0005481205129333508
rspo1	0.0005464174186064205
lilrb5	0.000545327032438085
